date,competition,url,id,country,competition_class,season,race_type,category,discipline
22 Sep 2019,"2019-2020 Telenet UCI Cyclo-cross World Cup, Waterloo",https://dataride.uci.org/iframe/CompetitionResults/57740?disciplineId=3,57740,USA,CDM,2020,All,All,Cyclo-cross
22 Sep 2019,Cyclo-cross de Boulzicourt Ardennes,https://dataride.uci.org/iframe/CompetitionResults/57949?disciplineId=3,57949,FRA,C2,2020,All,All,Cyclo-cross
22 Sep 2019,National Trophy Series Round 1: Derby,https://dataride.uci.org/iframe/CompetitionResults/57950?disciplineId=3,57950,GBR,C2,2020,All,All,Cyclo-cross
22 Sep 2019,Radcross Illnau,https://dataride.uci.org/iframe/CompetitionResults/57962?disciplineId=3,57962,SUI,C2,2020,All,All,Cyclo-cross
20 Sep 2019,Trek Cup,https://dataride.uci.org/iframe/CompetitionResults/57948?disciplineId=3,57948,USA,C2,2020,All,All,Cyclo-cross
15 Sep 2019,Jingle Cross,https://dataride.uci.org/iframe/CompetitionResults/57946?disciplineId=3,57946,USA,C1,2020,All,All,Cyclo-cross
14 Sep 2019,"2019-2020 Telenet UCI Cyclo-cross World Cup, Iowa City",https://dataride.uci.org/iframe/CompetitionResults/57741?disciplineId=3,57741,USA,CDM,2020,All,All,Cyclo-cross
13 Sep 2019,Jingle Cross,https://dataride.uci.org/iframe/CompetitionResults/57945?disciplineId=3,57945,USA,C2,2020,All,All,Cyclo-cross
08 Sep 2019,cross Eeklo,https://dataride.uci.org/iframe/CompetitionResults/57944?disciplineId=3,57944,BEL,C2,2020,All,All,Cyclo-cross
08 Sep 2019,Rochester Cyclocross,https://dataride.uci.org/iframe/CompetitionResults/58038?disciplineId=3,58038,USA,C2,2020,All,All,Cyclo-cross
07 Sep 2019,Rochester Cyclocross,https://dataride.uci.org/iframe/CompetitionResults/58037?disciplineId=3,58037,USA,C1,2020,All,All,Cyclo-cross
07 Sep 2019,Qiansen Trophy Fengfeng Station,https://dataride.uci.org/iframe/CompetitionResults/58291?disciplineId=3,58291,CHN,C1,2020,All,All,Cyclo-cross
01 Sep 2019,Virginia's Blue Ridge GO Cross,https://dataride.uci.org/iframe/CompetitionResults/57943?disciplineId=3,57943,USA,C2,2020,All,All,Cyclo-cross
01 Sep 2019,Qiansen trophy Aohan Station,https://dataride.uci.org/iframe/CompetitionResults/58290?disciplineId=3,58290,CHN,C1,2020,All,All,Cyclo-cross
31 Aug 2019,Virginia's Blue Ridge GO Cross,https://dataride.uci.org/iframe/CompetitionResults/57941?disciplineId=3,57941,USA,C2,2020,All,All,Cyclo-cross
18 Aug 2019,Melbourne Grand Prix of Cyclo-Cross,https://dataride.uci.org/iframe/CompetitionResults/57956?disciplineId=3,57956,AUS,C2,2020,All,All,Cyclo-cross
17 Aug 2019,Melbourne Grand Prix of Cyclo-Cross,https://dataride.uci.org/iframe/CompetitionResults/57955?disciplineId=3,57955,AUS,C2,2020,All,All,Cyclo-cross
11 Aug 2019,New Zealand National Championships,https://dataride.uci.org/iframe/CompetitionResults/58318?disciplineId=3,58318,NZL,CN,2020,All,All,Cyclo-cross
10 Aug-11 Aug 2019,Australian National Championships,https://dataride.uci.org/iframe/CompetitionResults/57954?disciplineId=3,57954,AUS,CN,2020,All,All,Cyclo-cross
